,project,all,clustered
0,Apache.csv,0.7664670658682634,0.7738095238095238
1,CM12.csv,0.5045045045045046,0.5045045045045046
2,CM13.csv,0.4642857142857143,0.4642857142857143
3,EQ.csv,0.6969696969696969,0.7035175879396984
4,JDT.csv,0.5018181818181818,0.5018181818181818
5,JM12.csv,0.08552292632663576,0.10395803528850739
6,JM13.csv,0.09914712153518124,0.12218327491236855
7,KC32.csv,0.5420560747663551,0.5185185185185185
8,KC33.csv,0.5523809523809524,0.5283018867924528
9,LC.csv,0.9473684210526316,0.9473684210526315
10,MC12.csv,0.08412698412698412,0.07133243606998654
11,MC13.csv,0.2871287128712872,0.25
12,MC22.csv,0.5789473684210525,0.5688073394495413
13,MC23.csv,0.5789473684210525,0.5740740740740741
14,ML.csv,0.4620060790273556,0.48214285714285715
15,MW12.csv,0.4660194174757281,0.4752475247524753
16,MW13.csv,0.5,0.4948453608247422
17,PDE.csv,0.4964028776978417,0.4964028776978417
18,Safe.csv,0.0,0.16
19,Zxing.csv,0.7407407407407407,0.7434554973821988
20,ant-1.3.csv,0.4444444444444445,0.4285714285714286
21,ant-1.4.csv,0.6486486486486486,0.6548672566371682
22,ant-1.5.csv,0.5555555555555556,0.5555555555555556
23,ant-1.6.csv,0.8466257668711656,0.853658536585366
24,ant-1.7.csv,0.5907172995780592,0.5907172995780592
25,camel-1.0.csv,0.2736842105263158,0.2888888888888889
26,camel-1.2.csv,0.4936708860759493,0.4730538922155689
27,camel-1.4.csv,0.6094420600858369,0.6042553191489362
28,camel-1.6.csv,0.5454545454545454,0.5427509293680297
29,cm1.csv,0.5178571428571428,0.5178571428571428
30,ivy-1.1.csv,0.7518796992481204,0.06153846153846154
31,ivy-1.4.csv,0.3555555555555556,0.3595505617977528
32,ivy-2.0.csv,0.6964285714285714,0.6902654867256637
33,jedit-3.2.csv,0.8750000000000001,0.8819875776397516
34,jedit-4.0.csv,0.9324324324324323,0.9583333333333334
35,jedit-4.1.csv,0.9324324324324323,0.9395973154362416
36,jedit-4.2.csv,0.7642276422764227,0.7804878048780487
37,jedit-4.3.csv,0.2291666666666667,0.2268041237113402
38,jm1.csv,0.09914712153518124,0.12218327491236855
39,kc3.csv,0.5523809523809524,0.5283018867924528
40,log4j-1.0.csv,0.6601941747572816,0.6534653465346534
41,log4j-1.1.csv,0.6981132075471698,0.1
42,log4j-1.2.csv,0.5405405405405406,0.5461538461538461
43,lucene-2.0.csv,,0.8641975308641977
44,lucene-2.2.csv,0.6388888888888891,0.6636363636363636
45,lucene-2.4.csv,0.5236363636363637,0.5289855072463767
46,mc1.csv,0.2871287128712872,0.25
47,mc2.csv,0.5789473684210525,0.5740740740740741
48,mw1.csv,0.5,0.4948453608247422
49,poi-1.5.csv,0.7149321266968326,0.7012987012987012
50,poi-2.0.csv,0.5932203389830508,0.5982905982905983
51,poi-2.5.csv,0.5,0.4954682779456193
52,poi-3.0.csv,0.4444444444444444,0.4444444444444444
53,velocity-1.4.csv,0.6960352422907489,0.7017543859649122
54,velocity-1.5.csv,0.743362831858407,0.7377777777777779
55,velocity-1.6.csv,0.8481012658227848,0.840764331210191
56,xalan-2.4.csv,0.7666666666666666,0.7666666666666666
57,xalan-2.5.csv,0.3935091277890467,
58,xalan-2.6.csv,0.5400696864111498,
59,xalan-2.7.csv,0.31992516370439666,0.31677600749765694
60,xerces-1.0.csv,0.7261146496815287,
61,xerces-1.2.csv,0.6081871345029239,0.6
62,xerces-1.3.csv,0.6832298136645962,0.7189542483660131
63,xerces-1.4.csv,0.3352380952380952,0.36802973977695164
